067976402X,0.000000,0.000000,0.802955,1.000000,-0.435916,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.803116,0.000000,0.000000,-1.000000,0.000000,0.000000,0.944911,1.000000,0.894427,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,-0.333333,0.000000,-0.057639,0.891042,0.055972,0.000000,0.000000,0.000000,0.866025,-1.000000,1.000000,0.000000,0.000000,0.570544,0.000000,-1.000000,0.000000,1.000000,-0.471405,0.000000,0.000000,-1.000000,0.654654,0.000000,0.000000,1.000000,0.000000,1.000000,0.866025,-0.301511,0.866025,0.282466,0.000000,-0.327327,0.576557,0.000000,0.188982,0.970725,1.000000,-1.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.986241,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.755929,0.000000,-1.000000,-0.377964,-1.000000,0.327327,0.000000,1.000000,0.000000,0.000000,-0.327327,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
068484267X,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
068484477X,1.000000,1.000000,0.000000,-1.000000,0.945651,0.000000,0.277350,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.981981,1.000000,0.000000,0.000000,0.000000,-0.790101,0.000000,0.000000,1.000000,0.000000,0.866025,0.000000,-1.000000,0.000000,0.802955,0.000000,0.000000,0.773740,0.500000,0.000000,0.000000,1.000000,0.000000,0.981981,0.000000,0.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,1.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,-0.188982,0.000000,0.000000,-1.000000,0.944911,0.000000,0.000000,0.705650,1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.980154,0.000000,0.240192,-1.000000,0.000000,0.188982,0.000000,-0.760886,-0.500000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,1.000000,-1.000000,0.000000,0.464758,0.952579,-0.568038,0.000000,0.000000,1.000000,0.000000,-0.500000,0.500000,0.755929,0.000000,-0.200000,-0.277350
080410526X,0.000000,0.000000,1.000000,0.000000,0.740613,0.000000,0.000000,0.000000,-0.277350,-0.803116,0.000000,1.000000,1.000000,-1.000000,0.000000,1.000000,-1.000000,0.000000,-0.188982,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.277350,0.000000,0.381246,-0.349957,0.670820,0.000000,0.000000,0.000000,0.000000,0.500000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.058026,1.000000,0.000000,-1.000000,1.000000,0.000000,0.894427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.188982,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000
1400031354,0.866025,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.981981,-1.000000,1.000000,0.896421,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.981981,-1.000000,-1.000000,0.457496,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.534522,0.500000,-1.000000,1.000000,0.866025,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.866025,1.000000,-0.577350,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.646997,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,-0.500000,0.000000,-0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.188982,0.000000,1.000000,-0.420084,1.000000,0.000000,1.000000,-1.000000,1.000000,0.866025,0.000000,1.000000,0.000000,0.693375,0.000000,0.000000,0.000000,-1.000000
1400034779,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.896421,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.866025,0.577350,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.866025,0.000000,0.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
140067477,1.000000,0.000000,0.866025,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.970725,0.000000,-1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.946256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.327327,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.870388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140298479,0.991241,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000
142001740,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.755929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1558744150,0.000000,0.000000,0.000000,0.000000,-0.802955,-1.000000,0.000000,-1.000000,0.000000,0.944911,0.000000,-0.790101,-0.188982,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.944911,0.000000,0.000000,-0.866025,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,-0.858395,0.500000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,-1.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-1.000000,-1.000000,0.000000,-0.239046,0.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-0.953821,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.083624,-0.114708,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,-0.371154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.802955,-0.960769,0.248069,-1.000000,0.000000,-0.397360,0.000000,-1.000000,1.000000,0.000000,0.000000,0.500000,0.000000
156027321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.960769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
312195516,-0.755929,-0.597614,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.894427,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.944911,1.000000,1.000000,0.240192,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,-1.000000,0.239046,-0.057104,0.648886,1.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.381385,-0.693375,0.000000,1.000000,-0.197693,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.500000,0.500000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970725,0.000000,-1.000000,-1.000000,0.000000,-0.065422,0.000000,0.577350,-0.917663,-0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.258199,-0.032125,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-0.230633,0.000000,0.000000,-0.324443,-0.944911,0.774597,-0.534522,-1.000000,0.000000,0.000000,0.000000,0.000000,0.174078,0.000000,0.500000,1.000000,0.114708,-1.000000,-0.993399
312278586,0.239046,0.000000,0.000000,0.866025,0.952217,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.970725,1.000000,0.000000,0.000000,0.000000,0.240192,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.894427,0.000000,1.000000,0.000000,0.240192,0.000000,0.000000,0.000000,0.188982,-0.190693,1.000000,1.000000,1.000000,1.000000,0.000000,0.654654,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.240192,0.000000,0.000000,-1.000000,0.970725,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,-0.785714,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.188982,1.000000,-1.000000,0.755929,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000
312924585,-1.000000,0.000000,0.000000,0.000000,0.754525,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.866025,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.866025,0.925820,0.000000,0.000000,0.000000,0.000000,0.288675,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.755929,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-0.288675,-0.188982,0.816497,1.000000,0.174078,0.000000,0.000000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.850390,1.000000,0.000000,0.433555,0.000000,0.000000,0.000000,-0.191741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
