UserID,User_6251,User_6575,User_7346,User_11676,User_13552,User_16795,User_17950,User_21014,User_23872,User_23902,User_28634,User_30735,User_35857,User_35859,User_37712,User_37950,User_43246,User_46398,User_52584,User_53174,User_56447,User_66942,User_68555,User_69389,User_70666,User_73681,User_75819,User_88693,User_88733,User_89602,User_91113,User_93047,User_95359,User_95932,User_101851,User_102647,User_104636,User_105028,User_105517,User_105979,User_107784,User_110912,User_110934,User_113270,User_126492,User_135149,User_136382,User_140000,User_140358,User_147847,User_148744,User_150979,User_153662,User_158295,User_158433,User_159506,User_162639,User_164323,User_165308,User_170513,User_177432,User_187145,User_187256,User_196077,User_200226,User_203240,User_204864,User_210485,User_211426,User_214786,User_220688,User_224349,User_225763,User_226965,User_227705,User_229741,User_231210,User_232945,User_235282,User_236340,User_236757,User_241980,User_242083,User_245410,User_255489,User_258534,User_261829,User_265115,User_270713,User_271448,User_274004
35859,0,0,0,-0.4696,-1.0,-0.3083,0,0,0,0,0,0,0,1.0,0,0,-0.3273,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.2457,0,0,-1.0,-0.189,1.0,-1.0,1.0,1.0,0.5,0,0.9449,0,0,0.5774,0,0,-1.0,0,0,-1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,-1.0,0.3333,0,-0.5,0.5,1.0,0,0,0,0,0
37712,0,0,0,0.0316,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5303,0,0,0.9878,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,0,0.6428,-1.0,0,0,0,-1.0,0,0,0,1.0,0,0,-0.6831,0,0,0,0,0.7502,0,0,0,1.0,0,0,0,0,1.0,0,0,-1.0,-1.0,0,0
37950,0,0,0,0.0817,0.866,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,-1.0,0,1.0,1.0,0,0,1.0,0,0,0,-0.866,-0.2331,0,0,-1.0,0,0,0,0,-0.8528,1.0,1.0,1.0,0,0,0,-1.0,0,0.8165,0,0.9449,-1.0,-1.0,0,0,0,1.0,0,-1.0,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0.1226,0,0,0,-1.0,1.0,0,0,0.5574,0.189,-0.982,0.0,0,0,1.0,0,0
43246,0,-0.5,1.0,-0.1005,0,0,0,0,0,0,0,0,0,-0.3273,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.866,0,0,0,-1.0,0,0,-1.0,0,-0.1336,0,0,0,0,0.2774,0,0,1.0,0,1.0,0,0,0,0,-1.0,0,0,1.0,0,0,0,-0.803,0,0,0,0,0,0,0,0,0.7559,0,0,0,0,0,-1.0,1.0,1.0,0,0,0,0,-1.0,0,-1.0,-1.0,0,0
46398,0,0,0,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,-1.0,0,0,0.9707,0
52584,0,0,0,-0.8704,0,-0.3015,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,1.0,0,0,0,1.0,0,0,0,0.596,0,0,0,0,0,0,-1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0
53174,0,0,0,-0.866,0,0.982,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56447,1.0,0,0,-0.0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66942,0,0,-1.0,0.8893,0,0,0,0,0,0,-0.866,-0.5,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,-1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.6547,0,-1.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,-1.0,0,-0.5,0,-1.0,0,0,1.0,1.0,-1.0,0,0,0,0,-0.866,0,0.0,0,0,0,0,0,0.3273,0,0,0,0.7559,0,0,0.9449,0,0,0,0,0,0,0,0
68555,0,0,0,-0.1718,0,0.0,0,0,0,-1.0,0.9177,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9449,0,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9449,0,0,0,0,0,0,0,0.6547,0,0,0,0,0,0,-0.189,-1.0
69389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,-0.3333,0,0,0,1.0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0.6934,0,0,0,0,0,1.0,0,0,0,0,0
70666,0,0,1.0,0.201,1.0,0.7559,-1.0,0,0,0,1.0,0,0.866,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6934,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,-1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
73681,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,1.0,-0.7559,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,-0.4201,0,0,-1.0,0,0,0,0,0,0.8165,-1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
75819,0,0,0,-0.3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,-0.7559,1.0,0,0,0,0,0,1.0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88693,0,0,0,0.7649,0,-0.3592,0,-1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.866,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2402,0,0,0,-1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
88733,0,0,0,0.9154,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,-1.0,0,0,0,0,0,0,0,-1.0,-1.0,0,0,0,0,-0.5,0,0,0,-1.0,0,0,0,0,0,0,0,0,1.0,0,-0.189,1.0,-1.0,0,0,0,0,0,0,-0.9449,0,0,0,0,0,1.0,0,0.189,0,0,0,0,0,0,-1.0,0
89602,0,1.0,0,0.7395,1.0,0.9827,0,0,0,0,0,0,0,0,0.5303,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.7638,0,0,-1.0,0,0,1.0,-0.2548,0,0.25,0.5833,-0.5774,0,0,0,0,0,0,-1.0,1.0,0,0,0,0,-1.0,-1.0,1.0,0.189,1.0,0,1.0,0,0,-0.3273,0.0,0.8478,0,0,0,0,0.5,0,0.5,0.1429,0.0,0,-1.0,0,0,0,0,0,0.1572,0,0,0,0,0,-0.9449
91113,0,0,-0.866,0.6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,-1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-1.0,-1.0,0,-1.0,0,0
93047,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
95359,1.0,1.0,-1.0,0.3439,0,-0.4552,0,-0.4644,0,0,0,0,0.7559,0.0,0.9878,0,-0.866,1.0,0,-1.0,-0.5,0.0,0,0,0,0,1.0,0.866,0,0.7638,0,0,1.0,0,0,0,-0.1909,1.0,0.0902,0.3333,0,0.0748,1.0,0.0,0,-0.2673,0.5,-0.4842,0,0,1.0,-0.189,0,0,0,0,0.0,0.1001,1.0,0,1.0,0,0.9449,-1.0,1.0,0.9537,0.4641,0.9272,0,0,0,-0.9129,-0.8729,0.9449,0,0.7071,0.8093,0,-0.9623,0.7559,-0.54,0,0,0.8165,0.6788,-1.0,0.1894,1.0,0,-0.1667,0.5222
95932,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0,0,0,0,0,0,-0.866,0,0,0,0,0,0,0,0
101851,0,0,1.0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,-0.982,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,0,0,0,0,0,0,0,0
102647,0,0,0,-0.1925,0.0,0,0,0,0,0,0,0,0,0,0,-0.866,0,0,0,0,0,0,0,0,1.0,0,0,0,0,-1.0,0,0,0,0,0,1.0,0.8704,0.5,-1.0,-1.0,0,0,-0.8545,0,0.0909,-0.1741,0,0,0,0,0,-1.0,0.7559,0,0.4226,-0.866,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-0.9707,0,-1.0,0,0.0993,0,0,0.3244,0,-1.0,0.0,-1.0,1.0,0,0,0
104636,0,0,0,-0.145,0.5976,0.2416,-1.0,0,0,-0.5,0,0,-1.0,0.2457,0,-0.2331,-1.0,0,-1.0,0,0,0,0,0.5,-1.0,0,0,0,-1.0,0,0,0,-0.1909,0,0,0.8704,1.0,0,0,0.169,-0.5222,0.5,-1.0,0,-0.5,-0.1909,0.7741,0.9303,0,0,1.0,1.0,0.9802,0.1336,-0.5,-0.4444,0,0.6508,0,0,0,0,0,0,1.0,0,0,-0.5,0,0,0,0,0,0,0.8315,0,-0.5774,0.169,-1.0,0.3739,0,1.0,0.8117,0,0.5,-0.5652,0.5474,0.0,-1.0,0,0
105028,0,0,0,-0.4725,0,-1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0.5,0,1.0,0,0,0,0,0,0,0.7559,0,0,0,0,0,0,0,1.0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,-1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105517,0,0,0,0.2011,0,0.6934,0,0,0,0,0,-1.0,0,0,0,0,0,1.0,0,0,0,0.6547,0,0,0,0,-1.0,0,0,1.0,0,0,0.0902,0,0,-1.0,0,0,1.0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0.5,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0
105979,0,0,-1.0,-0.2145,1.0,-0.0789,0,0,0,0,0,0,0,-1.0,0,-1.0,-1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,-0.2548,0,0,0.3333,0,0,-1.0,0.169,0,0,1.0,-0.5222,-0.3333,0,0.3273,0,0,0,-1.0,0,0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6934,0,0.0,0,1.0,0,0,0,0.0,0,0,0,0,-1.0,1.0,0,0
107784,0,0,1.0,-0.2178,0,0.7276,0,0,0,0,0,0,0,-0.189,0,0,0,0,0,0,0,-1.0,0.9449,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,-0.5222,0,0,-0.5222,1.0,0,0,0,0.9058,0,0,0,0,0,0,-1.0,-0.1147,-1.0,1.0,0.6621,0,0,0,0,0.803,0,0,1.0,0,0,0,-0.9435,0,0.8165,0,0,0,0,0.5,0,0,0,0,-0.5,0,0.4472,-0.3885,0,1.0,-1.0,0,0,0,0,0
110912,0,0,-1.0,-0.2676,0,0.0,0,0.0,0,0,0,0,0,1.0,1.0,0,-0.1336,0,0,0,0,0,0,0,0,0,0,1.0,0,0.25,0,0,0.0748,0,0,0,0.5,0,0,-0.3333,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,-0.4082,-1.0,0.6489,0,-1.0,0,-0.3333,-0.3974,0,-0.982,0.2534,0,1.0,0,0,0.0,-0.5774,0,0,-1.0,-0.7559,1.0,0.0,0,-0.803,0,0,1.0,0.1325,0,0.5774,0.4125,0.1925,-0.982,0
110934,0,0,0,0.6875,0,-0.5,0,0,0.7071,0,0,0,0,-1.0,1.0,0,0,0,0,0,0,0,0,-0.3333,0,0,0,0,0,0.5833,0,0.5,1.0,0,0,-0.8545,-1.0,0,0,0,0,0,1.0,0,0.5,0,0,0,0,0,0,-1.0,0,0,0,1.0,0.0,-1.0,0,0.5774,0,1.0,0,0,0.5,0,0,0.0,0,0,0,0,0,0,0,0.7746,0,0,0,-0.866,0,0,-1.0,0,-0.189,0,1.0,0,0,0.866,0
113270,0,0,0,0.0546,0,-0.3418,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,-0.5774,0,0,0.0,0,0,0,0,0,0,0.3273,0,0,0,1.0,0,0,0,0.3219,0,0,0,0,0,0,-1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,-0.866,0,0,0,0,0,0,1.0,0,1.0,0,-1.0,0,0,0,0,0,0,0,-0.866,0,0.0,0,0
126492,0,0,0,-0.1413,-0.5,0.8709,1.0,0,0.6699,0,0,0,0,1.0,0,-0.8528,0,0,0,0,0,-1.0,-1.0,0,0,0,0,0,-1.0,0,0,0,0,-1.0,-0.982,0.0909,-0.5,0.7559,0,0,0.9058,0,0.5,0,1.0,0,0,0,0,0,-1.0,-0.189,0,0.7736,0.5774,0,0,-0.5,1.0,0,0.1667,0.0,0,0,0,0,0.6547,0,-0.7559,0.1085,0,0,-1.0,0,-0.513,-0.8704,0,0.5774,0,-0.3015,1.0,0.6547,-0.4886,0.189,0.9461,0.5,0,1.0,0,-0.189,0
135149,1.0,0,0,-0.3146,1.0,0.0,0,0,0,1.0,-0.3333,0,0,0.5,0,1.0,0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,0,0,0,-0.2673,0,0.866,-0.1741,-0.1909,0,-1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.6202,0,0,0,0.866,-1.0,0,-0.866,1.0,0,0,0,0,1.0,-1.0,0,-1.0,0,0,0,1.0,0,0,1.0,1.0,-1.0,0,0,0.5,0.982,0,-0.2646,0,-1.0,0,0,0.866,0,0.5898,0
136382,0,1.0,0,-0.1461,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0.2774,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.7741,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.3273,-0.866,0,0,0,0,0,0,-0.8528,0.4264,0,0,1.0,0,0,0,0,0,0,0.7777,0,1.0,0,1.0,-0.189,0,0,0,-0.5774,0,-0.3885,0,0,0,0,0
140000,0,0,1.0,-0.4745,-1.0,0.0,0,0,0,0,0,0,0,0.9449,0,1.0,0,0,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4842,0,0,0,0.9303,0,0,-1.0,0,0,0,0.3219,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,1.0,-1.0,0,0,0,0,0.5,0,1.0,0,0,0,0.5,1.0,1.0,0,-1.0,0,-0.6708,0,0,0,0,0,0
140358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147847,0,0,0,0.2601,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
148744,0,0,0,-0.5701,0,0,0,0,0,0,0,0,0,0.5774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,1.0,0,0,-1.0,0,-1.0,-0.866,0,0,0.5,0,0.0,0,0,0,-1.0,0.6934,-0.5,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,-1.0,0,0,0,0,-0.5,0
150979,0,0,0.8704,0.2791,1.0,0.5,-0.3273,0,0,0,0,0,0,0,0.0,-1.0,1.0,0,0,0,0,0,0,0,0.6934,0,0,0,0,1.0,-0.5,0,-0.189,0,0,-1.0,1.0,0,0,0,-1.0,0,-1.0,0,-0.189,0.6202,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,-0.982,0,0,0.0,1.0,0,0,-0.866,0,0,0,1.0,1.0,0,0.2462,0,0.5,0,1.0,0,0,-0.5,0
153662,0.866,0,0,0.0806,0,-0.4714,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7559,0.9802,1.0,0,0,-0.1147,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.5,-0.2697,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
